last_name,first_name,phone,email,address,postalZip,region,languages,GPA,major,university
Mercado,Gail,1-831-716-6601,gailmercado1969@icloud.com,768-5686 Sed Rd.,155421,Westmorland,Python SQL Javascript,2.8281279653444127,IT,Bethany College California
Gomez,Russell,(765) 611-4267,russellgomez@yahoo.net,Ap #996-8650 Nunc Ave,74066,Buckinghamshire,R Python SQL Javascript,3.7138957640407457,MIS,Oklahoma State University Center for Health Sciences
Simmons,Norman,1-559-355-7477,normansimmons61@hotmail.org,682-5489 Proin Avenue,61513,Delaware,Python SQL Javascript C#,3.2733088712137794,MIS,Cogswell Polytechnical College
Shepherd,Otto,(199) 303-5614,ottoshepherd@icloud.edu,Ap #253-2152 Arcu. St.,50812,Oklahoma,Swift PHP Ruby,2.077122134165805,MIS,University of Wisconsin - Stout
Townsend,Anthony,(856) 532-7122,anthonytownsend9846@aol.couk,Ap #623-4169 Diam. Rd.,5521,Prince Edward Island,Swift,2.303010817868558,CS,Southern University - New Orleans
Ortega,Alexandra,(564) 268-5212,alexandraortega846@icloud.org,Ap #445-5847 Orci. Rd.,49156,Nebraska,Java R,3.3107462292978553,MIS,Southern Arkansas University
Robbins,Judith,(416) 251-5392,judithrobbins@google.org,Ap #241-7668 Non Rd.,40218,Yukon,Swift PHP,2.293849467437872,MIS,Pillsbury Baptist Bible College
Hewitt,Sean,1-534-741-2890,seanhewitt@icloud.couk,414-3882 Mattis Avenue,224015,Northamptonshire,SQL Javascript C# Go,2.6516618422028575,CIS,God's Bible School and College
Pacheco,Dean,1-333-238-0776,deanpacheco@protonmail.org,Ap #408-6845 Nulla. Street,291887,Hampshire,PHP Ruby Rust,3.12331384811704,CIS,"Davenport College of Business, Lansing"
Rollins,Dara,(416) 738-6433,dararollins@aol.org,578-1058 Turpis Ave,277715,Maryland,Java R,3.712855664855943,IST,Claremont McKenna College
Bailey,Hanae,(917) 512-8782,hanaebailey2700@protonmail.org,"P.O. Box 122, 7166 Sed, Rd.",N3J 9QF,Colorado,C# Go Swift PHP,2.4453901473849786,CS,Marymount Manhattan College
Rose,Hiram,1-537-143-2247,hiramrose2439@outlook.couk,818-8561 Eu St.,5682,Utah,C++ Java,2.9204454610804222,CS,"California State University, Los Angeles"
Andrews,Yardley,1-507-468-3153,yardleyandrews@google.net,"P.O. Box 234, 6286 Risus. Ave",232888,Maine,C++ Java R Python,3.121612012058388,IT,Johnson County Community College
Pierce,Remedios,(353) 823-6921,remediospierce9466@protonmail.ca,9662 Felis Road,4467,Northwest Territories,Java R,3.703437859232503,CIS,The School of the Art Institute of Chicago
English,Drake,(979) 515-8157,drakeenglish9639@hotmail.net,162-8149 Natoque Rd.,8163,Newfoundland and Labrador,Go Swift PHP Ruby,3.133256856108991,IT,Wesleyan College
Thompson,Keith,(210) 581-2181,keiththompson1412@outlook.ca,587-9187 Odio. St.,62-97,Nevada,Rust,2.976988152435261,CS,University of Kentucky
Farrell,Ashton,1-297-722-2663,ashtonfarrell6719@hotmail.org,7369 Tempor Av.,51107,Texas,Ruby,3.971874104821911,CE,University of Arkansas at Monticello
Hoffman,Alvin,1-858-357-9857,alvinhoffman2525@protonmail.com,481-2869 Aliquam Street,3206,Berwickshire,C# Go Swift PHP Ruby,2.409041849765358,CS,Mississippi University for Women
Rose,Robert,(408) 815-7689,robertrose@yahoo.org,"P.O. Box 711, 8032 Cras Ave",562424,Washington,R Python SQL,2.503184525134124,IST,Hope College
Hernandez,Cain,(373) 528-2678,cainhernandez@outlook.org,7657 Nullam Street,824243,Angus,C++,2.002622185343075,CS,Roberts Wesleyan College
Vargas,Raphael,1-614-945-5247,raphaelvargas891@yahoo.com,Ap #547-5465 Dui St.,9393-4008,Saskatchewan,Javascript C# Go Swift PHP,3.1895967647457217,IST,Indiana University - East
Kaufman,Tanner,(217) 727-9218,tannerkaufman7626@icloud.edu,7249 Nam St.,8851,Washington,Java R Python,2.6506153999997237,MIS,Our Lady of the Lake University
Hines,Remedios,(731) 336-2355,remedioshines8129@protonmail.ca,Ap #717-929 Netus St.,6647,Oxfordshire,Javascript C#,2.531951040432747,CIS,Lake Superior State University
Conley,Cedric,(443) 769-6587,cedricconley@hotmail.net,182-2041 Arcu. St.,051642,Montgomeryshire,SQL,3.813919886909451,CS,Barclay College
Crane,Ivor,1-437-142-6564,ivorcrane@google.couk,Ap #203-3379 Ipsum Av.,39387,Selkirkshire,Go Swift PHP,3.053984688747198,IST,University of Wisconsin - Stout
Horton,Callie,1-786-725-3321,calliehorton@aol.org,Ap #927-4354 Arcu. Street,62728,Nunavut,Java R Python SQL,3.735847751536851,CS,Cleveland Institute of Music
Noble,May,(862) 781-5164,maynoble@hotmail.edu,"Ap #594-4532 Nec, Avenue",09682,Oregon,C C++ Java R,2.5655787767545224,IST,Bellevue University
Pickett,Linda,1-568-837-2242,lindapickett@outlook.couk,Ap #388-612 Nunc Rd.,8537,British Columbia,Go Swift PHP Ruby Rust,2.661763628083045,CS,"New York Academy of Art, Graduate School of Figurative Art"
Hester,Carla,1-736-863-5476,carlahester@yahoo.edu,740-4326 Nullam Rd.,R5J 8M0,Buteshire,C++ Java R,2.2691087795310168,IT,Norwich University
Mcmahon,Sarah,(668) 657-5181,sarahmcmahon1818@outlook.org,"P.O. Box 428, 7842 Egestas Rd.",7388,Florida,R Python SQL Javascript,2.6359206297202595,CIS,Detroit College of Business - Warren
Kaufman,Keegan,(876) 735-3641,keegankaufman@aol.edu,"Ap #269-2954 In, Av.",77572-28515,Pembrokeshire,R Python SQL Javascript C#,3.6425831537274833,CIS,University of Michigan - Flint
Lyons,Dalton,(229) 468-5608,daltonlyons8034@google.net,"P.O. Box 394, 8029 Lectus Road",562657,Dorset,C# Go Swift PHP,3.9709553786109666,CS,Antioch University Santa Barbara
Duffy,Victor,1-377-566-6223,victorduffy4088@icloud.couk,106-6739 Cras St.,0754,Iowa,C# Go,3.944599246119945,CIS,Longwood College
Abbott,Indigo,1-229-435-1588,indigoabbott@protonmail.com,"P.O. Box 567, 1561 Neque Rd.",7190,Prince Edward Island,Java R Python SQL,3.284751111604648,IT,New College of Florida
Raymond,Amal,(455) 631-0273,amalraymond9998@protonmail.edu,329-6481 Molestie Rd.,NI35 5YQ,Washington,SQL Javascript C# Go,3.5381121065697503,IST,Birmingham-Southern College
Carpenter,Zena,1-630-205-3061,zenacarpenter4552@icloud.edu,"P.O. Box 877, 5918 Purus St.",33636,Nova Scotia,Rust,3.2818715204592745,CE,Shippensburg University of Pennsylvania
Tanner,Athena,1-741-125-6606,athenatanner9554@yahoo.edu,Ap #201-3473 Purus. St.,62584,Newfoundland and Labrador,Python SQL Javascript C#,3.107772987916711,CE,Peace College
Foreman,Iliana,1-677-812-0113,ilianaforeman9426@google.ca,Ap #819-5256 Ipsum Rd.,30-546,Maine,R Python SQL,3.5506157872055972,CE,Belhaven College
Cote,Chastity,(486) 664-2216,chastitycote@yahoo.org,263-282 Nunc Ave,87-38,Roxburghshire,Python SQL,2.4579753658544767,CE,Calvin College
Frye,Quinn,(747) 356-1477,quinnfrye@outlook.net,968-7151 Nisi. Ave,BY2M 4PU,Wiltshire,C++,2.8706239862826655,CS,"University of Maine, Fort Kent"
Alford,Sean,(559) 971-6727,seanalford@icloud.com,Ap #137-4263 Etiam Rd.,133222,Nebraska,Java R Python SQL Javascript,3.2074758082162855,IT,Fitchburg State College
Gallagher,Hall,(234) 268-3877,hallgallagher8121@icloud.ca,957-5681 Ante. St.,5612 OT,Manitoba,Python SQL,2.342633512956791,IST,Oklahoma Baptist University
Hardin,Erich,1-332-620-4101,erichhardin7092@aol.com,Ap #231-2679 Fermentum Av.,68-58,Oregon,R Python SQL,2.867290447763238,DS,Barat College
Watts,Cairo,(807) 413-8197,cairowatts@icloud.org,4065 Magna. St.,35168,Nunavut,Swift PHP,2.865110497654206,IT,The Tulane University of New Orleans
Higgins,Omar,1-352-437-8813,omarhiggins@hotmail.ca,"P.O. Box 152, 3377 Mollis. Av.",533311,Flintshire,C C++ Java,3.471592400137184,IT,Regis College
Langley,Berk,1-338-178-1980,berklangley5851@outlook.ca,Ap #317-1269 Gravida. Rd.,29-837,Washington,R Python SQL,3.2841731480560914,MIS,University of Massachusetts at Lowell
Cherry,Ciaran,1-313-469-0886,ciarancherry@outlook.net,"6010 Et, Avenue",2816,Missouri,Go Swift PHP Ruby,3.9714230476970767,CE,Francis Marion University
Pickett,Isaac,(264) 308-4416,isaacpickett3230@outlook.com,"P.O. Box 973, 2459 Non St.",627894,Montgomeryshire,SQL Javascript C# Go Swift,2.4254949669359385,IST,"Troy University, Phenix City"
Nixon,Alvin,(527) 787-6319,alvinnixon2645@icloud.edu,657-8480 Tortor. Ave,G9K 4A7,Washington,Javascript C# Go,3.510902897269286,CS,Dowling College
Abbott,Darrel,(341) 548-1110,darrelabbott@protonmail.couk,329-2776 Ipsum Street,5142-7767,Orkney,Javascript C# Go Swift,3.7736719218213746,CE,Calvin College
Walter,Reese,1-616-411-4187,reesewalter@icloud.ca,786-4999 Faucibus Road,67438-436,Northwest Territories,Java R Python,2.201545403620722,CE,Atlanta Christian College
Webb,Griffith,1-575-240-6621,griffithwebb@hotmail.net,Ap #667-4946 Ullamcorper Av.,98467,Texas,C++ Java R Python,2.1077229925104914,IST,Grand View College
Gomez,Lisandra,1-674-861-4689,lisandragomez2851@google.edu,"P.O. Box 444, 6212 In St.",5065,Tennessee,Python SQL Javascript C#,2.1122970747297467,IST,St. Louis University
Montoya,Fritz,1-528-466-7225,fritzmontoya89@google.org,5190 Mattis St.,84-667,Newfoundland and Labrador,C# Go,2.693620988524126,CS,Yeshiva University
Mack,Velma,(986) 721-6595,velmamack@yahoo.couk,"516-7103 Nec, Road",87984,Washington,C#,2.4252540963100784,CIS,Georgia Institute of Technology
Francis,Medge,(947) 968-2741,medgefrancis975@yahoo.edu,"P.O. Box 548, 9612 Feugiat. Rd.",652798,British Columbia,Java R Python SQL,3.7394743376328883,MIS,Institute of Paper Science and Technology
Velazquez,Ruth,(557) 716-3056,ruthvelazquez3636@google.net,9276 Tristique Av.,7925,Northwest Territories,Go Swift PHP,3.4686924682369296,MIS,The Art Institutes International San Francisco
Short,Stone,(572) 723-7448,stoneshort@aol.net,"4280 Nec, St.",55381,Arkansas,C++ Java,2.294259964968817,CE,Oklahoma Baptist University
Carey,Thor,(766) 514-4640,thorcarey@yahoo.net,Ap #663-7708 Eu St.,5554,Massachusetts,Go,3.344417844520713,MIS,North Carolina Central University
Callahan,Katelyn,1-381-212-7153,katelyncallahan@hotmail.org,"1746 Est, Street",UE3 9OS,Hawaii,Python,2.352386993771402,IST,Washington University in St. Louis
Underwood,Galvin,(924) 903-3454,galvinunderwood@yahoo.couk,"Ap #839-4537 Non, Street",6725 TM,Glamorgan,Python,3.121910380988244,CS,Fort Hays State University
Fry,Ethan,(241) 875-6795,ethanfry@yahoo.edu,Ap #537-4848 Orci Ave,967224,Louisiana,Go Swift,2.4695431665021403,CIS,Eureka College
French,Juliet,(826) 730-7912,julietfrench@aol.org,2232 Neque. Street,7675,Nairnshire,Ruby,3.0149641273612535,IST,Southern Utah University
Head,Portia,1-860-762-4546,portiahead@protonmail.com,Ap #996-1757 Ac Rd.,73-681,Ayrshire,SQL Javascript C# Go,3.7799270736025843,CS,Virginia State University
Mills,Morgan,1-732-647-2383,morganmills@yahoo.ca,"P.O. Box 512, 373 Et, Street",6456 MQ,New Brunswick,Ruby Rust,3.7656183441056617,CE,Design Institute of San Diego
Guy,Branden,1-678-875-6472,brandenguy8580@aol.org,"P.O. Box 398, 2227 Nascetur St.",92441,Kansas,Go Swift PHP,3.353398601188284,CE,Wilmington College
Guthrie,Winter,1-325-366-6188,winterguthrie@protonmail.net,926-6954 Lectus St.,874181,Wisconsin,Javascript C# Go,3.5410994623910517,CS,Emmanuel College
Mclean,Sharon,1-831-235-1283,sharonmclean1437@yahoo.couk,136-151 Luctus St.,6414,Gloucestershire,C#,2.6130182042985757,CIS,University of Nevada - Las Vegas
Hoover,Callum,(867) 589-2782,callumhoover@aol.couk,784-9037 Cras Street,7643-4601,Kentucky,Javascript C# Go,3.094450931268488,CS,University of Tennessee - Knoxville
Anthony,Aladdin,1-684-582-3638,aladdinanthony5581@hotmail.ca,Ap #266-3787 Convallis Road,T8W 4T4,Manitoba,Java R Python SQL,3.4425365411207203,IST,San Francisco Conservatory of Music
Chaney,Jaime,1-623-252-4043,jaimechaney@hotmail.couk,"P.O. Box 245, 9746 Neque Ave",503757,Minnesota,Python SQL Javascript C#,2.4130470621045648,IT,Jacksonville State University
Case,Adria,1-578-828-7583,adriacase901@google.com,3340 Sagittis. Ave,83616,Lanarkshire,PHP Ruby Rust,2.7287472674196422,MIS,Kansas State University
Lawson,Abigail,1-844-318-4379,abigaillawson3414@yahoo.edu,"764-644 Amet, Rd.",1304,Arizona,C# Go Swift PHP Ruby,2.4502648481979494,CIS,Colby-Sawyer College
Kerr,Lamar,(441) 677-2519,lamarkerr@google.ca,"P.O. Box 571, 2996 Vitae, Avenue",575476,Ontario,Java R,2.528063696509471,IT,York College Nebraska
Macias,Amos,(282) 492-4141,amosmacias5355@protonmail.couk,3112 Quis Av.,26156,Nottinghamshire,R Python,3.8440592177922595,CIS,Western Governors University
Oneal,Samuel,1-866-925-9527,samueloneal5954@protonmail.net,Ap #712-2500 Magna. Road,482121,Georgia,Javascript C# Go Swift PHP,3.979871631660071,DS,"California State University, Stanislaus"
Best,Nasim,(717) 221-4513,nasimbest5857@icloud.net,"P.O. Box 214, 9857 Bibendum Road",268318,Midlothian,PHP Ruby,3.167603162814454,IST,University of Massachusetts (System)
Johns,Grace,(778) 267-5367,gracejohns7925@outlook.org,327 Sed St.,532537,Northwest Territories,Go Swift PHP Ruby,2.906779928371199,MIS,Ohio State University - Marion
Barnett,Garth,1-958-581-6534,garthbarnett@aol.couk,Ap #613-8156 Tellus Street,88-527,Nevada,C# Go Swift,2.4015248025682507,CIS,Limestone College
Dejesus,Hashim,(902) 762-2436,hashimdejesus2450@google.net,575-6987 Malesuada Avenue,73544,California,Python SQL Javascript C# Go,2.200013085485173,IST,Manhattan Christian College
Santana,Heidi,1-486-651-3867,heidisantana8124@outlook.edu,"Ap #561-2558 Pede, Ave",57925,Vermont,Python SQL Javascript C#,2.387063408959933,MIS,University of South Carolina - Lancaster
Austin,Kenyon,(629) 761-8603,kenyonaustin@google.edu,Ap #986-6533 Nibh. Street,28-293,Northwest Territories,Go Swift PHP Ruby,3.3764368751191354,CS,Boston Architectural Center
Rojas,Levi,1-651-294-1878,levirojas1829@aol.com,"960-937 Nunc, Road",3582,Saskatchewan,Go Swift PHP,2.789237738058133,CS,VanderCook College of Music
Marshall,Sasha,1-656-778-5719,sashamarshall693@aol.couk,8846 Placerat. Av.,1317,Nunavut,C++ Java R,2.0997259273817743,CS,St. Joseph College of Nursing
Howard,Faith,1-263-407-4828,faithhoward3461@outlook.org,Ap #682-4363 A Avenue,664862,Dorset,Go Swift PHP,2.911497493147806,IST,State University of New York College at Old Westbury
Butler,Jeremy,1-671-380-4746,jeremybutler@aol.couk,325-3612 Sed Ave,8613,Northamptonshire,Java R Python,3.910072095386415,IT,Excel College
Atkins,Reece,1-235-941-0756,reeceatkins@hotmail.net,128-1262 Sollicitudin Rd.,OX38 0GK,Northwest Territories,Java R Python SQL,3.370216720577109,MIS,Massachusetts College of Art
Duran,Maryam,1-511-346-1953,maryamduran646@icloud.ca,Ap #749-686 Duis Av.,T7N 4K1,Oxfordshire,Java R Python,2.8059899820696144,DS,Marian College
Valenzuela,Petra,1-376-487-6123,petravalenzuela5961@hotmail.net,126-9556 Sapien. Street,333404,Oregon,C C++,2.1762790260533844,CS,College for Lifelong Learning
Butler,Hamish,(851) 809-3123,hamishbutler4624@outlook.net,3741 Nulla Avenue,60874,Missouri,Swift PHP,2.4772090170517025,CS,Centenary College of Louisiana
Ryan,Lester,(735) 247-1873,lesterryan@aol.ca,Ap #503-6019 Tortor. Rd.,4811,Durham,Swift,2.9878373513870824,CIS,Dordt College
Hartman,Lev,(931) 691-6949,levhartman@yahoo.edu,"P.O. Box 382, 4401 Duis Av.",15073,Cheshire,Java R Python SQL,3.2406263003316633,DS,Morehouse College
Santana,Boris,(671) 867-8274,borissantana7306@yahoo.org,772-8741 Libero St.,56213,Indiana,Python SQL Javascript C# Go,2.69802195845739,CIS,Purdue University North Central
Barker,Eleanor,(844) 810-2958,eleanorbarker9620@hotmail.edu,476-642 Dictum Rd.,7334,Lincolnshire,R Python SQL Javascript,2.174497682996286,MIS,University Of Hawaii - System
Carrillo,Ori,(569) 581-8224,oricarrillo8812@yahoo.org,Ap #894-605 Neque. St.,99939,Newfoundland and Labrador,Javascript C# Go Swift PHP,2.299959356293233,CIS,Oakton Community College
Pruitt,Jacob,1-974-417-5987,jacobpruitt@yahoo.org,Ap #411-6848 Eget St.,47503,Oxfordshire,R Python SQL Javascript,2.4559650832580666,DS,Oregon Health Sciences University
Butler,Hamilton,1-366-649-2286,hamiltonbutler8793@icloud.ca,Ap #842-7431 Cursus Avenue,7781,Cambridgeshire,R Python SQL Javascript,3.486993908203381,CS,University of Toledo
Combs,Basil,(318) 126-1211,basilcombs@hotmail.edu,"983-840 Montes, Avenue",67368,Delaware,C# Go Swift,3.789357087383694,CIS,University of Hawaii - West Oahu
Mcpherson,Sybill,1-596-340-9539,sybillmcpherson@yahoo.com,460-2004 Vivamus St.,4427,Manitoba,Java,2.426064239981499,IT,Miami Dade College
Garrett,Liberty,(249) 808-0141,libertygarrett2861@google.org,399-3065 Cras Ave,22552,New Brunswick,Go Swift PHP Ruby,3.649323663169824,DS,Union College Nebraska
Mcdonald,Galvin,(244) 474-8566,galvinmcdonald6314@hotmail.ca,803-7469 Rhoncus. Road,06136,Maryland,C++ Java,2.168632138534469,CE,Rock Valley College
Mckee,Elijah,1-189-574-4967,elijahmckee7618@google.org,Ap #974-5163 Felis Street,31983,Colorado,Swift PHP Ruby Rust,3.8226647920052947,CS,Spring Hill College
Herman,Inez,1-747-597-8081,inezherman973@icloud.couk,5403 Nulla St.,166197,Nova Scotia,PHP Ruby,2.972096527257404,CE,Pacific Northwest College of Art
Burris,Thor,1-462-401-5838,thorburris@hotmail.edu,"P.O. Box 674, 5181 Ultrices Avenue",338466,Tennessee,PHP,3.4726039368094095,CS,Colby-Sawyer College
Daniel,Martina,(388) 561-5322,martinadaniel@outlook.com,Ap #347-1455 Donec Rd.,12932,Oregon,C C++,3.3358036250756538,CIS,Allen University
Francis,Karen,1-638-965-4421,karenfrancis@yahoo.org,"P.O. Box 919, 8198 Sagittis. Road",83-51,Pembrokeshire,SQL,2.122808601693932,CS,The Naropa Institute
Rosales,Caleb,1-327-576-2834,calebrosales6479@google.net,336-9375 Dictum Street,45856,Wigtownshire,C++ Java R,2.2809478295493912,CS,University of Memphis
Mcleod,Jael,(713) 322-2517,jaelmcleod6564@google.couk,"P.O. Box 186, 9420 Ornare Avenue",172879,Sussex,Rust,2.2527030145295948,CIS,Western States Chiropractic College
Sawyer,Thane,(251) 521-0568,thanesawyer8621@yahoo.org,340-467 Ut Avenue,4157,Northwest Territories,Java R Python SQL,2.0597437169296455,CS,Westminster College New Wilmington
Hebert,Charlotte,1-812-390-6554,charlottehebert3013@yahoo.net,4489 Massa St.,1333,Yorkshire,Go Swift PHP Ruby,2.1344999712269184,IST,University of Texas at Tyler
Hoffman,Ross,(832) 384-8609,rosshoffman@google.couk,926-7865 Turpis Street,921578,Montana,SQL Javascript C#,3.976502704959258,CIS,Huntington College
Underwood,Kadeem,1-958-345-3271,kadeemunderwood@hotmail.com,106-6183 Lacus Road,08794,Utah,Go Swift PHP,2.112081495714567,CS,University of Findlay
Dixon,Leo,(883) 728-6625,leodixon3149@icloud.org,"P.O. Box 521, 3816 Enim. St.",662411,Virginia,Go Swift,3.295445579241478,CS,Indiana Institute of Technologyy
Jacobs,Brandon,1-620-262-1532,brandonjacobs@hotmail.edu,Ap #786-1879 Cursus Rd.,3418,Ontario,PHP Ruby Rust,3.054357257386642,DS,University of Texas Pan American
Hooper,Porter,1-253-869-1869,porterhooper2737@protonmail.couk,982-9849 Gravida Av.,670553,Alabama,Java R Python,3.5047516007988597,MIS,Manchester College
Foley,Penelope,(287) 526-3385,penelopefoley@aol.edu,"P.O. Box 396, 7915 Leo St.",12832,Northumberland,Javascript C# Go,3.2366732576233628,DS,University of San Diego
Whitehead,Brenna,1-763-546-8134,brennawhitehead@yahoo.ca,Ap #647-2654 Nulla Road,727133,Cumberland,Java R Python,2.14844073193503,DS,Ambassador University
Rocha,Quyn,(692) 464-2782,quynrocha@outlook.com,408-9535 Enim Rd.,9666-4119,Quebec,R Python SQL Javascript,3.302290061621464,MIS,Allegheny College
Brewer,Colorado,1-525-768-8689,coloradobrewer@google.edu,452-8155 In St.,8265,Derbyshire,C++ Java,2.0402428354873354,CIS,University of Massachusetts at Amherst
Carver,Brock,1-755-454-8620,brockcarver@yahoo.net,Ap #395-2091 Aliquet. St.,68-382,Utah,Swift PHP Ruby Rust,2.3558466795952175,CS,Ohio State University - Mansfield
Sherman,Gloria,1-263-896-2649,gloriasherman2725@hotmail.net,Ap #445-1747 Tincidunt St.,01537,Wyoming,Javascript C#,2.6277537755635882,IST,Bloomfield College
